"Código","Unidade Territorial","UF","Referência","Pessoas com Deficiência (PCD) beneficiárias do BPC","Idosos beneficiários do BPC","Valor Repassado a PCDs pelo BPC","Valor Repassado a Idosos pelo BPC","Total de Beneficiários do BPC","Valor Total repassado ao BPC"
"521520","NOVO BRASIL","GO","12/2023","42","11","55440","14520","53","69960"
"521523","NOVO GAMA","GO","12/2023","834","663","1100903,46","875167,54","1497","1976071,00"
"521525","NOVO PLANALTO","GO","12/2023","54","17","71280","22440","71","93720"
"521530","ORIZONA","GO","12/2023","156","109","205920","143880","265","349800"
"521540","OURO VERDE DE GOIÁS","GO","12/2023","29","22","38280","29040","51","67320"
"521550","OUVIDOR","GO","12/2023","78","64","102962,59","84480,99","142","187443,58"
"521560","PADRE BERNARDO","GO","12/2023","725","332","957021,29","438244,4","1057","1395265,69"
"521565","PALESTINA DE GOIÁS","GO","12/2023","60","23","79201,28","30360","83","109561,28"
"521570","PALMEIRAS DE GOIÁS","GO","12/2023","435","254","574206,97","335281,74","689","909488,71"
"521580","PALMELO","GO","12/2023","30","17","39600","22440","47","62040"
"521590","PALMINÓPOLIS","GO","12/2023","26","22","34320","29040","48","63360"
"521600","PANAMÁ","GO","12/2023","11","13","14520","17160","24","31680"
"521630","PARANAIGUARA","GO","12/2023","132","119","174244,63","157083,41","251","331328,04"
"521640","PARAÚNA","GO","12/2023","188","159","248162,37","209882,36","347","458044,73"
"521645","PEROLÂNDIA","GO","12/2023","20","21","26400","27720","41","54120"
"521680","PETROLINA DE GOIÁS","GO","12/2023","172","109","227043,2","143880,87","281","370924,07"
"521690","PILAR DE GOIÁS","GO","12/2023","18","3","23760","3960","21","27720"
"521710","PIRACANJUBA","GO","12/2023","610","642","805214,85","847447,68","1252","1652662,53"
"521720","PIRANHAS","GO","12/2023","446","209","588725,9","275880","655","864605,9"
"521730","PIRENÓPOLIS","GO","12/2023","398","438","525365,09","578166,51","836","1103531,60"
"521740","PIRES DO RIO","GO","12/2023","510","520","673206,97","686403,94","1030","1359610,91"
"521760","PLANALTINA","GO","12/2023","1596","1381","2108211,23","1825593,68","2977","3933804,91"
"521770","PONTALINA","GO","12/2023","565","361","745810,37","476523,35","926","1222333,72"
"521800","PORANGATU","GO","12/2023","1566","678","2067184,83","894963,57","2244","2962148,40"
"521805","PORTEIRÃO","GO","12/2023","31","16","40920","21120","47","62040"
"521810","PORTELÂNDIA","GO","12/2023","54","38","71281,28","50160,9","92","121442,18"
"521830","POSSE","GO","12/2023","881","296","1162955,44","390726,43","1177","1553681,87"
"521839","PROFESSOR JAMIL","GO","12/2023","42","31","55440","40920,8","73","96360,8"
"521850","QUIRINÓPOLIS","GO","12/2023","684","684","902903,69","902889,62","1368","1805793,31"
"521860","RIALMA","GO","12/2023","246","138","324725,43","182160","384","506885,43"
"521870","RIANÁPOLIS","GO","12/2023","85","37","112200","48840","122","161040"
"521878","RIO QUENTE","GO","12/2023","16","21","21120,2","27720,52","37","48840,72"
"521880","RIO VERDE","GO","12/2023","2658","3224","3508679,87","4255712,47","5882","7764392,34"
"521890","RUBIATABA","GO","12/2023","518","223","683772,54","294361,84","741","978134,38"
"521900","SANCLERLÂNDIA","GO","12/2023","232","72","306241,11","95040","304","401281,11"
"521910","SANTA BÁRBARA DE GOIÁS","GO","12/2023","137","81","180847,24","106921,8","218","287769,04"
"521920","SANTA CRUZ DE GOIÁS","GO","12/2023","25","14","33000","18480","39","51480"
"521925","SANTA FÉ DE GOIÁS","GO","12/2023","37","27","48840","35640","64","84480"
"521930","SANTA HELENA DE GOIÁS","GO","12/2023","839","621","1108838,83","819730,01","1460","1928568,84"
"521935","SANTA ISABEL","GO","12/2023","39","12","51482,08","15840","51","67322,08"
"521940","SANTA RITA DO ARAGUAIA","GO","12/2023","114","138","150481,03","182160,78","252","332641,81"
"521945","SANTA RITA DO NOVO DESTINO","GO","12/2023","19","7","25080","9240","26","34320"
"521950","SANTA ROSA DE GOIÁS","GO","12/2023","15","11","19800","14520","26","34320"
"521960","SANTA TEREZA DE GOIÁS","GO","12/2023","59","20","77880","26400","79","104280"
"521970","SANTA TEREZINHA DE GOIÁS","GO","12/2023","285","152","376202,34","200640,89","437","576843,23"
"521971","SANTO ANTÔNIO DA BARRA","GO","12/2023","63","46","83160,8","60720","109","143880,8"
"521973","SANTO ANTÔNIO DE GOIÁS","GO","12/2023","23","23","30360,6","30360","46","60720,6"
"521975","SANTO ANTÔNIO DO DESCOBERTO","GO","12/2023","1128","915","1488999,22","1210456,04","2043","2699455,26"
"521980","SÃO DOMINGOS","GO","12/2023","176","84","232323,38","110880","260","343203,38"
"521990","SÃO FRANCISCO DE GOIÁS","GO","12/2023","70","35","92401,65","46200","105","138601,65"
"522000","SÃO JOÃO DALIANÇA","GO","12/2023","213","99","280909,36","130680","312","411589,36"
"522005","SÃO JOÃO DA PARAÚNA","GO","12/2023","11","9","14520","11880","20","26400"
"522010","SÃO LUÍS DE MONTES BELOS","GO","12/2023","747","584","986070,4","770889,45","1331","1756959,85"
"522015","SÃO LUIZ DO NORTE","GO","12/2023","47","25","62040","33000","72","95040"
"522020","SÃO MIGUEL DO ARAGUAIA","GO","12/2023","644","374","850095,75","493684,9","1018","1343780,65"
"522026","SÃO MIGUEL DO PASSA QUATRO","GO","12/2023","19","11","25080","14520","30","39600"
"522028","SÃO PATRÍCIO","GO","12/2023","24","4","31680","5280","28","36960"
"522040","SÃO SIMÃO","GO","12/2023","443","494","584774,27","652087,17","937","1236861,44"
"522045","SENADOR CANEDO","GO","12/2023","1932","1321","2550342,26","1743733,8","3253","4294076,06"
"522050","SERRANÓPOLIS","GO","12/2023","64","70","84483,79","92400,72","134","176884,51"
"522060","SILVÂNIA","GO","12/2023","368","219","487091,45","289080,35","587","776171,80"
"522068","SIMOLÂNDIA","GO","12/2023","96","35","126720,89","46200","131","172920,89"
"522070","SÍTIO DABADIA","GO","12/2023","17","2","22440","2640","19","25080"
"522100","TAQUARAL DE GOIÁS","GO","12/2023","24","13","31680","17160","37","48840"
"522108","TERESINA DE GOIÁS","GO","12/2023","37","13","48842,54","17160","50","66002,54"
"522119","TEREZÓPOLIS DE GOIÁS","GO","12/2023","49","36","64681,29","47520","85","112201,29"
"522130","TRÊS RANCHOS","GO","12/2023","35","54","46200,51","71280,89","89","117481,40"
"522140","TRINDADE","GO","12/2023","2650","2345","3499436,02","3096748,11","4995","6596184,13"
"522145","TROMBAS","GO","12/2023","41","18","54120,2","23760","59","77880,2"
"522150","TURVÂNIA","GO","12/2023","91","36","120120,39","47520,84","127","167641,23"
"522155","TURVELÂNDIA","GO","12/2023","47","22","62040,9","29040","69","91080,9"
"522157","UIRAPURU","GO","12/2023","12","8","15840","10560","20","26400"
"522160","URUAÇU","GO","12/2023","1098","748","1449404,41","987368,21","1846","2436772,62"
"522170","URUANA","GO","12/2023","289","121","381489,03","159720","410","541209,03"
"522180","URUTAÍ","GO","12/2023","18","19","23760","25080","37","48840"
"522185","VALPARAÍSO DE GOIÁS","GO","12/2023","1509","1684","1991962,24","2222925,29","3193","4214887,53"
"522190","VARJÃO","GO","12/2023","55","39","72600,89","51480","94","124080,89"
"522200","VIANÓPOLIS","GO","12/2023","208","154","274563,5","203280,24","362","477843,74"
"522205","VICENTINÓPOLIS","GO","12/2023","98","47","129364,82","62040","145","191404,82"
"522220","VILA BOA","GO","12/2023","109","31","143880,2","40920","140","184800,2"
"522230","VILA PROPÍCIO","GO","12/2023","32","6","42240","7920","38","50160"
"210005","AÇAILÂNDIA","MA","12/2023","2224","1211","2935799,23","1598539,03","3435","4534338,26"
"210010","AFONSO CUNHA","MA","12/2023","105","46","138600,82","60720","151","199320,82"
"210015","ÁGUA DOCE DO MARANHÃO","MA","12/2023","33","14","43560,39","18480","47","62040,39"
"210020","ALCÂNTARA","MA","12/2023","266","155","351128,41","205922,05","421","557050,46"
"210030","ALDEIAS ALTAS","MA","12/2023","243","110","320787,62","145205,67","353","465993,29"
"210040","ALTAMIRA DO MARANHÃO","MA","12/2023","98","18","129360,1","23760","116","153120,1"
"210043","ALTO ALEGRE DO MARANHÃO","MA","12/2023","247","50","326045,27","66000,97","297","392046,24"
"210047","ALTO ALEGRE DO PINDARÉ","MA","12/2023","343","176","452762,69","232320","519","685082,69"
"210050","ALTO PARNAÍBA","MA","12/2023","204","88","269280,2","116160,2","292","385440,4"
"210055","AMAPÁ DO MARANHÃO","MA","12/2023","59","11","77880,27","14520","70","92400,27"
"210060","AMARANTE DO MARANHÃO","MA","12/2023","466","106","615152,39","139922,62","572","755075,01"
"210070","ANAJATUBA","MA","12/2023","419","116","553081,44","153120,63","535","706202,07"
"210080","ANAPURUS","MA","12/2023","146","12","192721,6","15840","158","208561,6"
"210083","APICUM-AÇU","MA","12/2023","170","138","224400,77","182160,19","308","406560,96"
"210087","ARAGUANÃ","MA","12/2023","6","4","7920","5280","10","13200"
"210090","ARAIOSES","MA","12/2023","402","141","530665,02","186122,26","543","716787,28"
"210095","ARAME","MA","12/2023","359","81","473889,29","106920,62","440","580809,91"
"210100","ARARI","MA","12/2023","606","146","799934,98","192720,2","752","992655,18"
"210110","AXIXÁ","MA","12/2023","89","37","117483,15","48840,9","126","166324,05"
"210120","BACABAL","MA","12/2023","4042","908","5336988,88","1198574,72","4950","6535563,60"
"210125","BACABEIRA","MA","12/2023","148","71","195363,21","93720,66","219","289083,87"
"210130","BACURI","MA","12/2023","304","170","401291,64","224401,64","474","625693,28"
"210135","BACURITUBA","MA","12/2023","29","12","38281,39","15840,35","41","54121,74"
"210140","BALSAS","MA","12/2023","3849","1197","5084793,11","1582702,15","5046","6667495,26"
"210150","BARÃO DE GRAJAÚ","MA","12/2023","277","133","365653,86","175562,84","410","541216,70"
"210160","BARRA DO CORDA","MA","12/2023","2908","491","3838652,58","648124,94","3399","4486777,52"
"210170","BARREIRINHAS","MA","12/2023","1131","261","1492977,75","344520,2","1392","1837497,95"
"210173","BELÁGUA","MA","12/2023","133","10","175561,48","13200","143","188761,48"
"210177","BELA VISTA DO MARANHÃO","MA","12/2023","174","120","229681,27","158400","294","388081,27"
"210180","BENEDITO LEITE","MA","12/2023","22","15","29040,2","19800","37","48840,2"
"210190","BEQUIMÃO","MA","12/2023","356","146","469921,45","192720,7","502","662642,15"
"210193","BERNARDO DO MEARIM","MA","12/2023","9","2","11880,59","2640","11","14520,59"
"210197","BOA VISTA DO GURUPI","MA","12/2023","51","18","67320,3","23760,2","69","91080,5"
"210200","BOM JARDIM","MA","12/2023","557","92","735273,5","121440,39","649","856713,89"
"210203","BOM JESUS DAS SELVAS","MA","12/2023","189","65","249483,61","85801,12","254","335284,73"
"210207","BOM LUGAR","MA","12/2023","286","44","377525,27","58080","330","435605,27"
"210210","BREJO","MA","12/2023","701","51","925331,26","67320,6","752","992651,86"
"210215","BREJO DE AREIA","MA","12/2023","80","8","105603,52","10560","88","116163,52"
"210220","BURITI","MA","12/2023","322","49","425055,63","64680,39","371","489736,02"
"210230","BURITI BRAVO","MA","12/2023","289","64","381485,74","84480","353","465965,74"
"210232","BURITICUPU","MA","12/2023","942","327","1243473,93","431641,57","1269","1675115,50"
"210235","BURITIRANA","MA","12/2023","145","47","191404,84","62040,4","192","253445,24"
"210237","CACHOEIRA GRANDE","MA","12/2023","35","29","46202,63","38280","64","84482,63"
"210240","CAJAPIÓ","MA","12/2023","78","10","102960,7","13200,21","88","116160,91"
"210250","CAJARI","MA","12/2023","183","26","241560,61","34320,2","209","275880,81"
"210255","CAMPESTRE DO MARANHÃO","MA","12/2023","316","109","417134,2","143881,2","425","561015,4"
"210260","CÂNDIDO MENDES","MA","12/2023","303","106","399963,02","139920","409","539883,02"
"210270","CANTANHEDE","MA","12/2023","483","173","637570,67","228361,71","656","865932,38"
"210275","CAPINZAL DO NORTE","MA","12/2023","102","27","134640,51","35640","129","170280,51"
"210280","CAROLINA","MA","12/2023","780","381","1029616,52","504242,11","1161","1533858,63"
"210290","CARUTAPERA","MA","12/2023","405","185","534610,31","244201,39","590","778811,70"
"210300","CAXIAS","MA","12/2023","3412","1707","4505252,55","2254564,78","5119","6759817,33"
"210310","CEDRAL","MA","12/2023","90","41","118800,2","54120","131","172920,2"
"210312","CENTRAL DO MARANHÃO","MA","12/2023","94","29","124081,36","38280","123","162361,36"
"210315","CENTRO DO GUILHERME","MA","12/2023","120","17","158400,97","22440","137","180840,97"
"210317","CENTRO NOVO DO MARANHÃO","MA","12/2023","134","37","176880,27","48840","171","225720,27"
"210320","CHAPADINHA","MA","12/2023","2264","349","2988567,52","460681,04","2613","3449248,56"
"210325","CIDELÂNDIA","MA","12/2023","99","67","130681,27","88440,94","166","219122,21"
"210330","CODÓ","MA","12/2023","2598","1665","3429433,49","2199124,39","4263","5628557,88"
"210340","COELHO NETO","MA","12/2023","983","271","1297611,06","357721,68","1254","1655332,74"
"210350","COLINAS","MA","12/2023","623","116","822374,87","153120,2","739","975495,07"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","12/2023","142","24","187440","31680","166","219120"
"210360","COROATÁ","MA","12/2023","1560","536","2059254,43","708843","2096","2768097,43"
"210370","CURURUPU","MA","12/2023","710","580","937217,91","765604,72","1290","1702822,63"
"210375","DAVINÓPOLIS","MA","12/2023","108","98","142570,38","129361,46","206","271931,84"
"210380","DOM PEDRO","MA","12/2023","625","153","825010,28","201960,42","778","1026970,70"
"210390","DUQUE BACELAR","MA","12/2023","174","31","229681,23","40920","205","270601,23"
"210400","ESPERANTINÓPOLIS","MA","12/2023","424","49","559693,01","64680","473","624373,01"
"210405","ESTREITO","MA","12/2023","869","352","1147109,82","465961,55","1221","1613071,37"
"210407","FEIRA NOVA DO MARANHÃO","MA","12/2023","69","13","91080","17160","82","108240"
"210408","FERNANDO FALCÃO","MA","12/2023","48","3","63361,53","3960","51","67321,53"
"210409","FORMOSA DA SERRA NEGRA","MA","12/2023","327","41","431643,47","54120","368","485763,47"
"210410","FORTALEZA DOS NOGUEIRAS","MA","12/2023","383","89","505562,39","117480","472","623042,39"
"210420","FORTUNA","MA","12/2023","184","44","242882,04","58080,12","228","300962,16"
"210430","GODOFREDO VIANA","MA","12/2023","51","18","67320,5","23760","69","91080,5"
"210440","GONÇALVES DIAS","MA","12/2023","271","120","357730,99","158400","391","516130,99"
"210450","GOVERNADOR ARCHER","MA","12/2023","100","13","132002,34","17160","113","149162,34"
"210455","GOVERNADOR EDISON LOBÃO","MA","12/2023","148","121","195367,64","159723,2","269","355090,84"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","12/2023","235","101","310208,25","133320,25","336","443528,50"
"210462","GOVERNADOR LUIZ ROCHA","MA","12/2023","69","13","91081,64","17160","82","108241,64"
"210465","GOVERNADOR NEWTON BELLO","MA","12/2023","109","24","143882,63","31680","133","175562,63"
"210467","GOVERNADOR NUNES FREIRE","MA","12/2023","484","161","638897,26","212521,93","645","851419,19"
"210470","GRAÇA ARANHA","MA","12/2023","39","5","51480,15","6600","44","58080,15"
"210480","GRAJAÚ","MA","12/2023","1080","390","1425639,59","514804,13","1470","1940443,72"
