"Código","Unidade Territorial","UF","Referência","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal até meio salário-mínimo (Pobreza + Baixa renda) inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal acima de meio salário-mínimo*** inscritas no Cadastro Único"
"220325","CURRALINHOS","PI","09/2024","768","1031","399"
"220325","CURRALINHOS","PI","03/2023","988","1192","249"
"220325","CURRALINHOS","PI","04/2023","974","1176","256"
"220325","CURRALINHOS","PI","05/2023","972","1177","256"
"220325","CURRALINHOS","PI","06/2023","841","1086","356"
"220325","CURRALINHOS","PI","07/2023","851","1093","360"
"220325","CURRALINHOS","PI","08/2023","864","1102","362"
"220325","CURRALINHOS","PI","09/2023","875","1114","369"
"220325","CURRALINHOS","PI","10/2023","849","1097","396"
"220325","CURRALINHOS","PI","11/2023","847","1097","397"
"220325","CURRALINHOS","PI","12/2023","855","1105","398"
"220325","CURRALINHOS","PI","01/2024","850","1109","351"
"220325","CURRALINHOS","PI","02/2024","817","1079","380"
"220325","CURRALINHOS","PI","03/2024","817","1085","384"
"220325","CURRALINHOS","PI","04/2024","830","1092","391"
"220325","CURRALINHOS","PI","05/2024","839","1100","396"
"220325","CURRALINHOS","PI","06/2024","788","1060","435"
"220325","CURRALINHOS","PI","07/2024","789","1053","388"
"220325","CURRALINHOS","PI","08/2024","798","1056","389"
"220327","CURRAL NOVO DO PIAUÍ","PI","06/2023","1302","1584","419"
"220327","CURRAL NOVO DO PIAUÍ","PI","03/2023","1542","1768","248"
"220327","CURRAL NOVO DO PIAUÍ","PI","04/2023","1550","1771","236"
"220327","CURRAL NOVO DO PIAUÍ","PI","05/2023","1550","1766","233"
"220327","CURRAL NOVO DO PIAUÍ","PI","07/2023","1314","1591","419"
"220327","CURRAL NOVO DO PIAUÍ","PI","08/2023","1347","1609","417"
"220327","CURRAL NOVO DO PIAUÍ","PI","09/2023","1361","1624","411"
"220327","CURRAL NOVO DO PIAUÍ","PI","10/2023","1287","1574","471"
"220327","CURRAL NOVO DO PIAUÍ","PI","11/2023","1304","1585","472"
"220327","CURRAL NOVO DO PIAUÍ","PI","12/2023","1326","1600","468"
"220327","CURRAL NOVO DO PIAUÍ","PI","01/2024","1318","1630","386"
"220327","CURRAL NOVO DO PIAUÍ","PI","02/2024","1291","1615","405"
"220327","CURRAL NOVO DO PIAUÍ","PI","03/2024","1310","1629","400"
"220327","CURRAL NOVO DO PIAUÍ","PI","04/2024","1324","1636","394"
"220327","CURRAL NOVO DO PIAUÍ","PI","05/2024","1346","1647","386"
"220327","CURRAL NOVO DO PIAUÍ","PI","06/2024","1310","1577","455"
"220327","CURRAL NOVO DO PIAUÍ","PI","07/2024","1319","1575","405"
"220327","CURRAL NOVO DO PIAUÍ","PI","08/2024","1360","1601","416"
"220327","CURRAL NOVO DO PIAUÍ","PI","09/2024","1362","1603","442"
"220330","DEMERVAL LOBÃO","PI","03/2023","5347","5704","917"
"220330","DEMERVAL LOBÃO","PI","09/2024","3903","4603","1255"
"220330","DEMERVAL LOBÃO","PI","08/2024","4045","4708","1191"
"220330","DEMERVAL LOBÃO","PI","07/2024","4003","4682","1218"
"220330","DEMERVAL LOBÃO","PI","06/2024","3991","4684","1366"
"220330","DEMERVAL LOBÃO","PI","05/2024","4229","4902","1212"
"220330","DEMERVAL LOBÃO","PI","04/2024","4247","4934","1257"
"220330","DEMERVAL LOBÃO","PI","03/2024","4261","4957","1297"
"220330","DEMERVAL LOBÃO","PI","02/2024","4290","4975","1321"
"220330","DEMERVAL LOBÃO","PI","01/2024","4518","5133","1269"
"220330","DEMERVAL LOBÃO","PI","12/2023","4595","5201","1416"
"220330","DEMERVAL LOBÃO","PI","11/2023","4565","5187","1437"
"220330","DEMERVAL LOBÃO","PI","10/2023","4547","5174","1448"
"220330","DEMERVAL LOBÃO","PI","09/2023","4789","5319","1316"
"220330","DEMERVAL LOBÃO","PI","08/2023","4741","5293","1319"
"220330","DEMERVAL LOBÃO","PI","07/2023","4719","5283","1327"
"220330","DEMERVAL LOBÃO","PI","06/2023","4699","5281","1326"
"220330","DEMERVAL LOBÃO","PI","05/2023","5352","5699","876"
"220330","DEMERVAL LOBÃO","PI","04/2023","5339","5687","895"
"220335","DIRCEU ARCOVERDE","PI","05/2024","1521","1790","297"
"220335","DIRCEU ARCOVERDE","PI","09/2024","1445","1702","328"
"220335","DIRCEU ARCOVERDE","PI","07/2024","1455","1707","311"
"220335","DIRCEU ARCOVERDE","PI","03/2023","1847","2063","200"
"220335","DIRCEU ARCOVERDE","PI","04/2023","1835","2048","176"
"220335","DIRCEU ARCOVERDE","PI","08/2024","1489","1725","306"
"220335","DIRCEU ARCOVERDE","PI","05/2023","1845","2057","174"
"220335","DIRCEU ARCOVERDE","PI","06/2023","1658","1915","317"
"220335","DIRCEU ARCOVERDE","PI","07/2023","1667","1917","321"
"220335","DIRCEU ARCOVERDE","PI","08/2023","1682","1922","317"
"220335","DIRCEU ARCOVERDE","PI","09/2023","1684","1917","319"
"220335","DIRCEU ARCOVERDE","PI","10/2023","1606","1855","377"
"220335","DIRCEU ARCOVERDE","PI","11/2023","1606","1852","375"
"220335","DIRCEU ARCOVERDE","PI","12/2023","1620","1854","375"
"220335","DIRCEU ARCOVERDE","PI","01/2024","1555","1802","291"
"220335","DIRCEU ARCOVERDE","PI","02/2024","1496","1791","308"
"220335","DIRCEU ARCOVERDE","PI","03/2024","1508","1795","310"
"220335","DIRCEU ARCOVERDE","PI","04/2024","1526","1798","306"
"220335","DIRCEU ARCOVERDE","PI","06/2024","1459","1715","370"
"220340","DOM EXPEDITO LOPES","PI","09/2024","932","1373","730"
"220340","DOM EXPEDITO LOPES","PI","03/2023","1081","1576","540"
"220340","DOM EXPEDITO LOPES","PI","04/2023","1056","1545","507"
"220340","DOM EXPEDITO LOPES","PI","05/2023","1060","1556","512"
"220340","DOM EXPEDITO LOPES","PI","06/2023","950","1418","665"
"220340","DOM EXPEDITO LOPES","PI","07/2023","944","1415","666"
"220340","DOM EXPEDITO LOPES","PI","08/2023","941","1414","667"
"220340","DOM EXPEDITO LOPES","PI","09/2023","932","1418","664"
"220340","DOM EXPEDITO LOPES","PI","10/2023","900","1387","701"
"220340","DOM EXPEDITO LOPES","PI","11/2023","900","1386","712"
"220340","DOM EXPEDITO LOPES","PI","12/2023","905","1388","708"
"220340","DOM EXPEDITO LOPES","PI","01/2024","903","1379","650"
"220340","DOM EXPEDITO LOPES","PI","02/2024","883","1354","677"
"220340","DOM EXPEDITO LOPES","PI","03/2024","905","1364","672"
"220340","DOM EXPEDITO LOPES","PI","04/2024","921","1384","674"
"220340","DOM EXPEDITO LOPES","PI","05/2024","950","1393","672"
"220340","DOM EXPEDITO LOPES","PI","06/2024","931","1368","719"
"220340","DOM EXPEDITO LOPES","PI","07/2024","928","1358","641"
"220340","DOM EXPEDITO LOPES","PI","08/2024","961","1384","676"
"220342","DOMINGOS MOURÃO","PI","09/2023","1029","1223","264"
"220342","DOMINGOS MOURÃO","PI","03/2023","1125","1339","167"
"220342","DOMINGOS MOURÃO","PI","04/2023","1124","1320","158"
"220342","DOMINGOS MOURÃO","PI","05/2023","1119","1318","171"
"220342","DOMINGOS MOURÃO","PI","06/2023","1027","1224","271"
"220342","DOMINGOS MOURÃO","PI","07/2023","1031","1231","271"
"220342","DOMINGOS MOURÃO","PI","08/2023","1032","1228","267"
"220342","DOMINGOS MOURÃO","PI","10/2023","989","1186","295"
"220342","DOMINGOS MOURÃO","PI","11/2023","1003","1202","297"
"220342","DOMINGOS MOURÃO","PI","12/2023","1017","1204","296"
"220342","DOMINGOS MOURÃO","PI","01/2024","968","1137","258"
"220342","DOMINGOS MOURÃO","PI","02/2024","958","1126","278"
"220342","DOMINGOS MOURÃO","PI","03/2024","965","1134","277"
"220342","DOMINGOS MOURÃO","PI","04/2024","981","1151","277"
"220342","DOMINGOS MOURÃO","PI","05/2024","979","1148","271"
"220342","DOMINGOS MOURÃO","PI","06/2024","954","1126","311"
"220342","DOMINGOS MOURÃO","PI","07/2024","964","1132","274"
"220342","DOMINGOS MOURÃO","PI","08/2024","967","1132","276"
"220342","DOMINGOS MOURÃO","PI","09/2024","949","1128","294"
"220345","DOM INOCÊNCIO","PI","09/2024","2079","2393","1171"
"220345","DOM INOCÊNCIO","PI","04/2023","2489","2763","783"
"220345","DOM INOCÊNCIO","PI","03/2023","2539","2821","895"
"220345","DOM INOCÊNCIO","PI","05/2023","2490","2759","794"
"220345","DOM INOCÊNCIO","PI","06/2023","2150","2474","1094"
"220345","DOM INOCÊNCIO","PI","07/2023","2160","2480","1091"
"220345","DOM INOCÊNCIO","PI","08/2023","2189","2499","1086"
"220345","DOM INOCÊNCIO","PI","09/2023","2210","2516","1085"
"220345","DOM INOCÊNCIO","PI","10/2023","2145","2467","1134"
"220345","DOM INOCÊNCIO","PI","11/2023","2163","2475","1134"
"220345","DOM INOCÊNCIO","PI","12/2023","2193","2492","1121"
"220345","DOM INOCÊNCIO","PI","01/2024","2160","2494","996"
"220345","DOM INOCÊNCIO","PI","02/2024","2107","2448","1054"
"220345","DOM INOCÊNCIO","PI","03/2024","2129","2468","1058"
"220345","DOM INOCÊNCIO","PI","04/2024","2148","2483","1076"
"220345","DOM INOCÊNCIO","PI","05/2024","2177","2495","1136"
"220345","DOM INOCÊNCIO","PI","06/2024","2116","2414","1263"
"220345","DOM INOCÊNCIO","PI","07/2024","2117","2407","1099"
"220345","DOM INOCÊNCIO","PI","08/2024","2137","2419","1102"
"220350","ELESBÃO VELOSO","PI","05/2024","1985","2683","1107"
"220350","ELESBÃO VELOSO","PI","08/2024","1920","2599","999"
"220350","ELESBÃO VELOSO","PI","07/2024","1892","2569","998"
"220350","ELESBÃO VELOSO","PI","09/2024","1838","2527","1059"
"220350","ELESBÃO VELOSO","PI","04/2023","2407","3112","750"
"220350","ELESBÃO VELOSO","PI","05/2023","2402","3110","735"
"220350","ELESBÃO VELOSO","PI","06/2023","2065","2737","1122"
"220350","ELESBÃO VELOSO","PI","07/2023","2084","2747","1119"
"220350","ELESBÃO VELOSO","PI","08/2023","2106","2768","1116"
"220350","ELESBÃO VELOSO","PI","09/2023","2118","2790","1111"
"220350","ELESBÃO VELOSO","PI","03/2023","2426","3148","804"
"220350","ELESBÃO VELOSO","PI","10/2023","2024","2707","1203"
"220350","ELESBÃO VELOSO","PI","11/2023","2037","2726","1201"
"220350","ELESBÃO VELOSO","PI","12/2023","2058","2743","1188"
"220350","ELESBÃO VELOSO","PI","01/2024","2007","2684","1061"
"220350","ELESBÃO VELOSO","PI","02/2024","1950","2632","1117"
"220350","ELESBÃO VELOSO","PI","03/2024","1963","2652","1120"
"220350","ELESBÃO VELOSO","PI","04/2024","1976","2676","1114"
"220350","ELESBÃO VELOSO","PI","06/2024","1889","2580","1216"
"220360","ELISEU MARTINS","PI","05/2023","1010","1221","366"
"220360","ELISEU MARTINS","PI","03/2023","1012","1220","378"
"220360","ELISEU MARTINS","PI","04/2023","1015","1220","372"
"220360","ELISEU MARTINS","PI","06/2023","927","1140","453"
"220360","ELISEU MARTINS","PI","07/2023","932","1143","459"
"220360","ELISEU MARTINS","PI","08/2023","941","1151","459"
"220360","ELISEU MARTINS","PI","09/2023","943","1152","460"
"220360","ELISEU MARTINS","PI","10/2023","911","1129","488"
"220360","ELISEU MARTINS","PI","11/2023","916","1134","488"
"220360","ELISEU MARTINS","PI","12/2023","924","1140","486"
"220360","ELISEU MARTINS","PI","01/2024","926","1147","457"
"220360","ELISEU MARTINS","PI","02/2024","914","1122","491"
"220360","ELISEU MARTINS","PI","03/2024","933","1132","490"
"220360","ELISEU MARTINS","PI","04/2024","943","1137","493"
"220360","ELISEU MARTINS","PI","05/2024","958","1142","491"
"220360","ELISEU MARTINS","PI","06/2024","939","1106","528"
"220360","ELISEU MARTINS","PI","07/2024","945","1104","484"
"220360","ELISEU MARTINS","PI","08/2024","952","1112","483"
"220360","ELISEU MARTINS","PI","09/2024","949","1108","496"
"220370","ESPERANTINA","PI","04/2023","8766","9891","1006"
"220370","ESPERANTINA","PI","05/2023","8812","9931","1000"
"220370","ESPERANTINA","PI","06/2023","7864","9185","1786"
"220370","ESPERANTINA","PI","07/2023","7920","9230","1782"
"220370","ESPERANTINA","PI","08/2023","8012","9277","1767"
"220370","ESPERANTINA","PI","09/2023","8060","9307","1760"
"220370","ESPERANTINA","PI","10/2023","7721","9092","1973"
"220370","ESPERANTINA","PI","11/2023","7774","9139","1968"
"220370","ESPERANTINA","PI","12/2023","7846","9187","1954"
"220370","ESPERANTINA","PI","01/2024","7679","9072","1630"
"220370","ESPERANTINA","PI","02/2024","7475","8933","1747"
"220370","ESPERANTINA","PI","03/2024","7572","9025","1734"
"220370","ESPERANTINA","PI","04/2024","7583","9021","1698"
"220370","ESPERANTINA","PI","05/2024","7558","8995","1651"
"220370","ESPERANTINA","PI","06/2024","7317","8733","1942"
"220370","ESPERANTINA","PI","07/2024","7341","8727","1700"
"220370","ESPERANTINA","PI","08/2024","7440","8802","1679"
"220370","ESPERANTINA","PI","09/2024","7234","8681","1787"
"220370","ESPERANTINA","PI","03/2023","8773","9916","1086"
"220375","FARTURA DO PIAUÍ","PI","03/2023","1774","1832","240"
"220375","FARTURA DO PIAUÍ","PI","07/2024","1641","1748","304"
"220375","FARTURA DO PIAUÍ","PI","08/2024","1652","1751","302"
"220375","FARTURA DO PIAUÍ","PI","06/2024","1647","1753","380"
"220375","FARTURA DO PIAUÍ","PI","05/2024","1682","1781","343"
"220375","FARTURA DO PIAUÍ","PI","04/2024","1684","1786","347"
"220375","FARTURA DO PIAUÍ","PI","03/2024","1660","1775","348"
"220375","FARTURA DO PIAUÍ","PI","02/2024","1645","1763","346"
"220375","FARTURA DO PIAUÍ","PI","09/2024","1628","1738","302"
"220375","FARTURA DO PIAUÍ","PI","01/2024","1675","1768","321"
"220375","FARTURA DO PIAUÍ","PI","12/2023","1685","1761","358"
"220375","FARTURA DO PIAUÍ","PI","11/2023","1653","1740","360"
"220375","FARTURA DO PIAUÍ","PI","10/2023","1640","1733","359"
"220375","FARTURA DO PIAUÍ","PI","09/2023","1672","1756","334"
"220375","FARTURA DO PIAUÍ","PI","08/2023","1661","1747","335"
"220375","FARTURA DO PIAUÍ","PI","07/2023","1622","1731","340"
"220375","FARTURA DO PIAUÍ","PI","06/2023","1608","1719","341"
"220375","FARTURA DO PIAUÍ","PI","05/2023","1771","1825","229"
"220375","FARTURA DO PIAUÍ","PI","04/2023","1762","1817","233"
"220380","FLORES DO PIAUÍ","PI","02/2024","1131","1306","506"
"220380","FLORES DO PIAUÍ","PI","09/2024","1095","1238","475"
"220380","FLORES DO PIAUÍ","PI","08/2024","1119","1256","468"
"220380","FLORES DO PIAUÍ","PI","07/2024","1104","1247","472"
"220380","FLORES DO PIAUÍ","PI","06/2024","1107","1253","541"
"220380","FLORES DO PIAUÍ","PI","05/2024","1148","1308","499"
"220380","FLORES DO PIAUÍ","PI","04/2024","1153","1317","504"
"220380","FLORES DO PIAUÍ","PI","03/2024","1140","1310","504"
"220380","FLORES DO PIAUÍ","PI","01/2024","1178","1343","479"
"220380","FLORES DO PIAUÍ","PI","12/2023","1204","1349","550"
"220380","FLORES DO PIAUÍ","PI","11/2023","1184","1339","551"
"220380","FLORES DO PIAUÍ","PI","10/2023","1177","1333","544"
"220380","FLORES DO PIAUÍ","PI","09/2023","1224","1377","502"
"220380","FLORES DO PIAUÍ","PI","08/2023","1213","1371","504"
"220380","FLORES DO PIAUÍ","PI","07/2023","1192","1359","508"
"220380","FLORES DO PIAUÍ","PI","06/2023","1183","1353","512"
"220380","FLORES DO PIAUÍ","PI","05/2023","1291","1466","399"
"220380","FLORES DO PIAUÍ","PI","04/2023","1302","1475","396"
"220380","FLORES DO PIAUÍ","PI","03/2023","1322","1498","391"
"220385","FLORESTA DO PIAUÍ","PI","04/2023","835","919","211"
"220385","FLORESTA DO PIAUÍ","PI","03/2023","844","929","212"
"220385","FLORESTA DO PIAUÍ","PI","05/2023","833","919","211"
"220385","FLORESTA DO PIAUÍ","PI","09/2024","616","705","362"
"220385","FLORESTA DO PIAUÍ","PI","08/2024","623","700","317"
"220385","FLORESTA DO PIAUÍ","PI","07/2024","607","687","293"
"220385","FLORESTA DO PIAUÍ","PI","06/2024","611","693","339"
"220385","FLORESTA DO PIAUÍ","PI","05/2024","648","736","312"
"220385","FLORESTA DO PIAUÍ","PI","04/2024","665","754","314"
"220385","FLORESTA DO PIAUÍ","PI","03/2024","663","756","304"
"220385","FLORESTA DO PIAUÍ","PI","02/2024","665","758","302"
"220385","FLORESTA DO PIAUÍ","PI","01/2024","703","795","287"
"220385","FLORESTA DO PIAUÍ","PI","12/2023","718","794","328"
"220385","FLORESTA DO PIAUÍ","PI","11/2023","714","791","329"
"220385","FLORESTA DO PIAUÍ","PI","10/2023","714","794","328"
"220385","FLORESTA DO PIAUÍ","PI","09/2023","735","815","311"
"220385","FLORESTA DO PIAUÍ","PI","08/2023","738","819","311"
"220385","FLORESTA DO PIAUÍ","PI","07/2023","731","813","312"
"220385","FLORESTA DO PIAUÍ","PI","06/2023","735","818","308"
"220390","FLORIANO","PI","07/2024","7881","10701","4446"
"220390","FLORIANO","PI","08/2024","8050","10845","4423"
"220390","FLORIANO","PI","03/2023","9203","12682","3142"
"220390","FLORIANO","PI","04/2023","9273","12678","3122"
"220390","FLORIANO","PI","05/2023","9423","12827","3092"
"220390","FLORIANO","PI","06/2023","8387","11584","4469"
"220390","FLORIANO","PI","07/2023","8524","11691","4484"
"220390","FLORIANO","PI","08/2023","8631","11796","4490"
"220390","FLORIANO","PI","09/2023","8706","11876","4484"
"220390","FLORIANO","PI","10/2023","8409","11599","4838"
"220390","FLORIANO","PI","11/2023","8538","11715","4859"
"220390","FLORIANO","PI","12/2023","8704","11863","4851"
"220390","FLORIANO","PI","01/2024","8313","11116","4388"
"220390","FLORIANO","PI","02/2024","8032","10922","4563"
"220390","FLORIANO","PI","03/2024","8147","11050","4578"
"220390","FLORIANO","PI","04/2024","8163","11055","4567"
"220390","FLORIANO","PI","05/2024","8179","11054","4512"
"220390","FLORIANO","PI","06/2024","7865","10745","4967"
"220390","FLORIANO","PI","09/2024","7815","10633","4571"
"220400","FRANCINÓPOLIS","PI","03/2023","1103","1386","430"
"220400","FRANCINÓPOLIS","PI","08/2024","903","1162","626"
"220400","FRANCINÓPOLIS","PI","07/2024","892","1147","586"
"220400","FRANCINÓPOLIS","PI","06/2024","901","1156","630"
"220400","FRANCINÓPOLIS","PI","05/2024","920","1183","596"
"220400","FRANCINÓPOLIS","PI","04/2024","938","1203","598"
"220400","FRANCINÓPOLIS","PI","03/2024","942","1198","596"
"220400","FRANCINÓPOLIS","PI","02/2024","926","1187","600"
"220400","FRANCINÓPOLIS","PI","01/2024","958","1213","577"
"220400","FRANCINÓPOLIS","PI","12/2023","963","1206","631"
"220400","FRANCINÓPOLIS","PI","11/2023","950","1192","632"
"220400","FRANCINÓPOLIS","PI","10/2023","946","1190","630"
"220400","FRANCINÓPOLIS","PI","09/2023","995","1243","579"
"220400","FRANCINÓPOLIS","PI","08/2023","993","1231","590"
"220400","FRANCINÓPOLIS","PI","07/2023","987","1229","591"
"220400","FRANCINÓPOLIS","PI","06/2023","983","1227","591"
"220400","FRANCINÓPOLIS","PI","05/2023","1104","1385","426"
"220400","FRANCINÓPOLIS","PI","04/2023","1114","1391","428"
"220400","FRANCINÓPOLIS","PI","09/2024","891","1154","666"
"220410","FRANCISCO AYRES","PI","09/2024","806","990","393"
"220410","FRANCISCO AYRES","PI","08/2024","816","1001","386"
"220410","FRANCISCO AYRES","PI","07/2024","806","994","391"
"220410","FRANCISCO AYRES","PI","06/2024","806","995","435"
"220410","FRANCISCO AYRES","PI","05/2024","824","1022","398"
"220410","FRANCISCO AYRES","PI","04/2024","829","1031","401"
"220410","FRANCISCO AYRES","PI","03/2024","823","1023","405"
"220410","FRANCISCO AYRES","PI","03/2023","978","1156","288"
"220410","FRANCISCO AYRES","PI","02/2024","815","1019","402"
"220410","FRANCISCO AYRES","PI","01/2024","836","1038","384"
"220410","FRANCISCO AYRES","PI","12/2023","832","1020","431"
"220410","FRANCISCO AYRES","PI","11/2023","827","1016","431"
"220410","FRANCISCO AYRES","PI","10/2023","812","1002","429"
"220410","FRANCISCO AYRES","PI","09/2023","864","1044","385"
"220410","FRANCISCO AYRES","PI","08/2023","858","1035","385"
"220410","FRANCISCO AYRES","PI","07/2023","851","1032","384"
"220410","FRANCISCO AYRES","PI","06/2023","846","1030","380"
"220410","FRANCISCO AYRES","PI","05/2023","961","1129","268"
"220410","FRANCISCO AYRES","PI","04/2023","967","1133","270"
"220415","FRANCISCO MACEDO","PI","09/2023","572","732","253"
"220415","FRANCISCO MACEDO","PI","03/2023","645","806","200"
"220415","FRANCISCO MACEDO","PI","04/2023","638","795","189"
"220415","FRANCISCO MACEDO","PI","05/2023","636","798","186"
"220415","FRANCISCO MACEDO","PI","06/2023","566","729","259"
"220415","FRANCISCO MACEDO","PI","07/2023","569","732","255"
"220415","FRANCISCO MACEDO","PI","08/2023","570","734","254"
"220415","FRANCISCO MACEDO","PI","10/2023","537","707","281"
"220415","FRANCISCO MACEDO","PI","11/2023","540","713","280"
"220415","FRANCISCO MACEDO","PI","12/2023","553","719","279"
"220415","FRANCISCO MACEDO","PI","01/2024","548","715","254"
"220415","FRANCISCO MACEDO","PI","02/2024","537","702","272"
"220415","FRANCISCO MACEDO","PI","03/2024","543","705","274"
"220415","FRANCISCO MACEDO","PI","04/2024","553","711","276"
"220415","FRANCISCO MACEDO","PI","05/2024","557","715","275"
"220415","FRANCISCO MACEDO","PI","06/2024","534","702","293"
"220415","FRANCISCO MACEDO","PI","07/2024","534","699","268"
"220415","FRANCISCO MACEDO","PI","08/2024","555","721","281"
"220415","FRANCISCO MACEDO","PI","09/2024","543","701","318"
"220420","FRANCISCO SANTOS","PI","08/2024","1082","1489","607"
"220420","FRANCISCO SANTOS","PI","09/2024","1065","1476","653"
