SAO GONCALO DO PIAUI,99.06
SAO JOAO DA CANABRAVA,100
SAO JOAO DA FRONTEIRA,100
SAO JOAO DA SERRA,100
SAO JOAO DA VARJOTA,99.01
SAO JOAO DO ARRAIAL,100
SAO JOAO DO PIAUI,100
SAO JOSE DO DIVINO,100
SAO JOSE DO PEIXE,100
SAO JOSE DO PIAUI,100
SAO JULIAO,95.2
SAO LOURENCO DO PIAUI,100
SAO LUIS DO PIAUI,95.35
SAO MIGUEL DA BAIXA GRANDE,100
SAO MIGUEL DO FIDALGO,100
SAO MIGUEL DO TAPUIO,100
SAO PEDRO DO PIAUI,100
SAO RAIMUNDO NONATO,100
SEBASTIAO BARROS,100
SEBASTIAO LEAL,100
SIGEFREDO PACHECO,91.2
SIMOES,100
SIMPLICIO MENDES,100
SOCORRO DO PIAUI,99.51
SUSSUAPARA,100
TAMBORIL DO PIAUI,100
TANQUE DO PIAUI,100
TERESINA,97.37
UNIAO,98.23
URUCUI,100
VALENCA DO PIAUI,100
VARZEA BRANCA,100
VARZEA GRANDE,100
VERA MENDES,100
VILA NOVA DO PIAUI,100
WALL FERRAZ,98.14
